time,measurement,RB1,CCNG1,TRAF5,CLU,MAPK9,SIVA,CD69,ZNFN1A1,IL4R,MAP2K4,JUND,LCK,SCYA2,RPS6KA1,ITGAM,CTNNB1,SMN1,CASP8,E2F4,PCNA,CCNC,PDE4B,IL16,APC,ID3,SLA,CDK4,EGR1,TCF12,MCL1,CDC2,SOD1,CCNA2,PIG3,IRAK1,SKIIP,MYD88,CASP4,TCF8,API2,GATA3,RBL2,C3X1,IFNAR1,FYB,IL2RG,CSF2RA,MPO,API1,CYP19,CIR,CASP7,MAP3K8,JUNB,IL3RA,NFKBIA,LAT,AKT1
0,1,2.39566444587172,-0.0551805618567858,0.52307207121859,0.0128653541833378,0.983700377313416,2.77801798283451,-3.88445542046239,-0.294215049307434,-1.16923085663991,-2.75012621463721,-2.96251814571288,0.802150594199051,5.60521880194839,0.543681908200465,-2.43910649998107,-1.04194375914888,3.85384882386845,-2.31986941978395,1.5621239373459,3.04285038168649,2.10251712433796,0.1727968994299,-2.66487927941946,2.19906080493164,-1.68830678038016,0.45939971492283,0.227454944510889,-2.45192105075031,3.24102571858684,1.17567455473628,1.95743180308993,2.10207142776264,1.97150560575146,-1.71910389029869,0.129927534547681,2.75673454147035,-3.0837595498364,-0.575427055959087,3.52323916077844,-0.528200647659416,-0.841293284586378,-1.44658677473349,-2.78598245888387,0.327381051822542,-0.331182756799148,-1.91530589723949,-1.34522331478118,2.3307172243988,-0.0209707611005211,-0.984597981031021,0.310156970831361,2.61686854990581,4.35070272049808,-3.04218311298681,-0.427589316603836,-2.17314594564622,-2.63456151138353,2.27144258109096
0,2,2.22357709594866,2.13628366742042,1.09523362789433,0.461445700331997,2.29259809170842,2.36854230863406,-3.24634675929798,-0.0885856689890226,-2.17947438623223,-2.41235161928406,-3.32224591839057,0.29228819483282,5.60521880194839,0.543681908200465,-3.20478096558421,0.652237042571827,2.14376859540202,-2.991411136085,2.13144387564111,3.04285038168649,1.54368149789705,-1.21351072355087,-1.51979212588326,2.99512222190021,-2.5292093841502,0.3841020199467,1.23432468838944,-2.34260336225426,3.57152346704103,1.11254202850136,1.95743180308993,2.10207142776264,1.97150560575146,-2.27566029141654,1.74614283568272,3.12913204729103,-1.99660465613126,-0.457933592005014,3.85330085707925,-0.0198636667363868,-0.841293284586378,-0.949183435167193,-1.51725797092999,0.17083378378011,-0.669036701515152,-2.81370951880377,-1.08138355904413,2.18134343889895,-0.702486878843715,-1.24110611165746,-0.526525742376188,4.36629346335408,1.89317427283392,-3.40633070336036,0.970583273869135,-2.48098146968641,-3.88583245802948,1.48047100334538
0,3,2.39566444587172,-0.0551805618567858,0.782252081077263,0.461445700331997,1.7684734783588,2.94337758624147,-3.32530782495668,-0.440994510600358,-2.75376311712937,-2.41235161928406,-3.20505982091692,0.547364095958813,5.83343248178267,0.543681908200465,-3.20478096558421,-0.245742596687984,2.47169498048031,-2.84225913697316,1.83373479399025,3.04285038168649,1.54368149789705,-1.34592283923014,-1.71842497782171,2.61379501795505,-2.03301361935212,0.546256107993551,0.549148854105336,-2.6585247505426,3.45430260704796,1.11254202850136,1.62505982195795,2.65280966939994,1.97150560575146,-1.82635845191688,1.93255268980561,3.12913204729103,-0.576434014206526,-0.650600056566129,3.72209399792863,-0.220773156952699,-0.758323503655798,0.657911500542732,-2.32615327508416,-0.737952683411562,-0.331182756799148,-2.31189795335507,-1.2355635843841,2.47206745638291,-0.0209707611005211,-1.24110611165746,-1.82592632964383,3.26414621797129,2.24539738055259,-3.94783330803562,1.31288199988448,-1.40355104946855,-3.24965439259353,2.68458350771599
0,4,2.39566444587172,0.65337497417585,0.52307207121859,0.461445700331997,1.60007246408473,2.94337758624147,-3.24634675929798,-0.569518383984541,-0.743741204986068,-2.41235161928406,-3.32224591839057,-0.0735825380791506,4.34751728622907,-3.04753430071604,-3.03284661626089,1.13540339130039,2.23197804759041,-2.84225913697316,1.83373479399025,3.04285038168649,1.54368149789705,-0.925825281184949,-1.9133751978926,2.49877978256284,-1.33737299122909,0.637833780697134,0.748039871857826,-2.21304988713699,3.45430260704796,1.52259367436594,1.95743180308993,4.10921589098215,2.04865208804879,-1.18316700142984,2.08281284126881,3.58940095184699,-0.464400490078913,-0.575427055959087,4.46951146434233,-0.40761406787641,-1.73905514292354,0.330758482569491,-1.3254960244213,0.0456248961737309,-0.331182756799148,-2.31189795335507,-1.65622688753745,2.47206745638291,0.166658256970975,-2.03220936481829,-0.322927803841157,2.98739377084469,0.161352752694959,-3.04218311298681,2.15144658284458,-1.89152054782042,-6.85413649744244,2.27144258109096
0,5,2.39566444587172,0.843217629201105,0.782252081077263,0.461445700331997,2.73015941015531,3.28687350289326,-2.71026229611562,-0.0885856689890226,-0.743741204986068,-1.73176703756431,-4.00853411938286,0.802150594199051,3.99666018812382,-1.57762460810749,-3.03284661626089,1.73257829868198,2.74989119723758,-1.59726284155688,3.67815738642297,3.04285038168649,-0.0464197644460647,-0.925825281184949,-1.71842497782171,2.19906080493164,-2.1314588478599,0.782295983905319,0.748039871857826,-2.16970600420995,1.17128625835536,1.39673365414235,1.75323276391637,4.10921589098215,2.04865208804879,-1.71910389029869,2.60076763355755,2.75673454147035,-2.1667427449777,-0.457933592005014,4.00314439662538,-0.105432119487478,-2.15120681989944,0.947123864239556,-2.78598245888387,-2.44139747617673,-0.103667250956398,-2.31189795335507,-1.572569530186,2.04138833055117,-0.188310826809853,-1.61987019546868,0.748350402718359,4.73068752881455,-1.41307351889407,-2.05697746959481,1.86836814102573,-0.887900333097266,-6.33105196146949,1.48047100334538
0,6,2.22357709594866,-0.736950834356544,0.782252081077263,0.0128653541833378,0.600521714281356,2.94337758624147,-3.32530782495668,0.543996903337625,-1.65408248154526,-2.75012621463721,-4.00853411938286,0.802150594199051,-1.98415205836739,1.4344883440024,-2.00559694360785,-0.525299914824275,2.92808149514119,-2.55224174681265,2.78565827517428,1.57714572158671,1.7161934007496,-0.679234130026774,-1.9133751978926,1.74043710770789,-2.39959665594805,0.896149074045188,0.748039871857826,-2.29181238743739,3.57152346704103,1.11254202850136,2.49742835428157,2.10207142776264,2.16297228370141,-2.45801255912227,2.60076763355755,2.75673454147035,0.183647643579804,0.0740684326572047,3.3048518138393,-0.220773156952699,-1.37441772886615,0.330758482569491,-2.78598245888387,-0.0827570873136759,-0.103667250956398,-1.48302264192281,-1.48436478416875,2.04138833055117,-0.188310826809853,-1.48374066458781,1.30252940995675,2.78984624608028,0.0089585795371032,-3.04218311298681,0.317001074846444,-0.583187836104185,-3.43899851960904,1.48047100334538
0,7,2.39566444587172,-0.0551805618567858,0.52307207121859,-0.247521807943617,1.4526162025228,2.94337758624147,-3.44763067042133,0.162615503224849,-0.929735999039024,-1.95160803369343,-3.48054357610086,1.82295484457106,-1.98415205836739,0.543681908200465,-1.59777728552975,-0.525299914824275,3.19739101702847,-2.31986941978395,2.78565827517428,3.04285038168649,1.7161934007496,-0.925825281184949,-3.52102670674732,1.92032948795182,-2.70417452034353,0.782295983905319,0.549148854105336,-2.45192105075031,3.24102571858684,0.857466220888023,1.75323276391637,1.35647700659386,2.29645805072348,-2.13404316937572,2.60076763355755,2.06462223104541,-0.22040885835828,0.0740684326572047,3.10560906970296,-0.313024674190749,-0.988205613378492,1.27904685209256,-2.78598245888387,-0.246423896997979,-0.331182756799148,-1.48302264192281,-1.65622688753745,2.3307172243988,0.897359530738321,-0.916010360884174,-0.13695045166499,2.06679371221977,1.45357448158091,-4.26431242397138,-1.37404523172537,-0.887900333097266,-3.88583245802948,1.16010975046213
0,8,2.39566444587172,0.136957804499975,-2.32322071347245,-0.247521807943617,1.4526162025228,2.94337758624147,-3.53469075433754,0.162615503224849,-0.517147739134524,-1.95160803369343,-3.32224591839057,2.96980989491068,-1.98415205836739,-1.79942509191726,-1.45072297920871,-1.04194375914888,3.31965389225859,-2.69388972336715,2.58138919468572,3.04285038168649,2.10251712433796,-0.825542185359696,-2.66487927941946,1.92032948795182,-2.03301361935212,0.782295983905319,0.549148854105336,-2.58835739461877,2.79468080502274,0.745261787840775,1.95743180308993,1.75638057159922,2.42979236805543,-2.82718037419758,2.60076763355755,1.84915513926258,-0.22040885835828,0.186848078091362,3.10560906970296,-0.220773156952699,-1.05385791342857,1.44017767819856,-2.78598245888387,0.0456248961737309,-0.331182756799148,-1.48302264192281,-1.572569530186,2.3307172243988,0.584387793124259,-1.42517344518088,0.310156970831361,2.06679371221977,2.24539738055259,-3.79150688380328,-0.698037337961172,-1.00127177932065,-3.06888794071926,1.16010975046213
0,9,2.10744771374593,-1.56394621430891,0.0095292431173175,0.461445700331997,1.7684734783588,3.28687350289326,-3.37942965779697,0.347098547641155,-0.743741204986068,-1.24232207705451,-3.14057100364726,2.96980989491068,-1.98415205836739,1.4344883440024,-1.76039369753486,-0.245742596687984,2.58732168746337,-2.31986941978395,2.58138919468572,1.82913001775488,1.54368149789705,-0.679234130026774,-2.05592672503852,2.37112782770283,-2.39959665594805,0.782295983905319,0.946066658029573,-2.84939664571811,3.24102571858684,0.804285486955408,1.75323276391637,1.35647700659386,2.29645805072348,-2.45801255912227,-0.257606175227389,2.3839140426199,-1.27755802661931,0.186848078091362,3.3048518138393,0.518550366531161,-1.13575909924131,0.657911500542732,-2.78598245888387,-0.0827570873136759,-0.103667250956398,-2.07296005290253,-1.79854589036182,2.04138833055117,-0.702486878843715,-1.05354737168098,1.09100260639649,3.26414621797129,1.89317427283392,-2.85493739843195,-1.37404523172537,-0.35974185862474,-3.43899851960904,1.16010975046213
0,10,2.39566444587172,0.136957804499975,-0.504662924292696,-0.247521807943617,1.22913405327014,3.66087169737598,-3.53469075433754,0.162615503224849,-1.65408248154526,-1.54598835618946,-3.14057100364726,1.82295484457106,-1.98415205836739,-1.57762460810749,-1.49150448487147,-1.39748541813304,3.31965389225859,-2.04448267403561,2.40252593135338,3.04285038168649,1.3613771916985,-0.679234130026774,-3.06069772330172,0.723286631727218,-2.5292093841502,0.782295983905319,0.748039871857826,-2.75307678485427,2.99430184230204,0.940586338415665,1.75323276391637,1.75638057159922,2.29645805072348,-2.27566029141654,2.88783539625786,1.84915513926258,0.183647643579804,-0.0328968671262062,3.3048518138393,-0.40761406787641,-1.43579720843774,0.809058255615472,-2.78598245888387,0.17083378378011,0.814874535902613,-1.48302264192281,-1.48436478416875,2.47206745638291,0.736733121042849,-1.48374066458781,-0.13695045166499,1.80412031935531,2.06624306713892,-3.31438382322923,-1.50933155330913,-0.583187836104185,-3.43899851960904,1.69184928504453
0,11,0.0456394755087655,-0.0551805618567858,0.0095292431173175,0.807591647823613,-0.775280708121677,1.75543335236649,-3.88445542046239,-0.569518383984541,0.218241322580854,2.86413306661755,-3.65960769284902,-0.0735825380791506,1.26846494758882,1.4344883440024,1.35973371854901,1.73257829868198,-0.357108567549338,1.87073472806827,-0.871879557270981,1.73975628967432,-0.174943600580991,2.14970389743274,-2.05592672503852,-1.42270085879093,-1.33737299122909,-0.731371749590699,0.227454944510889,-3.6544744428352,0.916393035150994,-1.93842037091468,1.4767862546578,0.708996080065337,1.62713333080613,1.35902521132107,-0.482557633273258,2.06462223104541,-1.99660465613126,1.39301521110027,0.979936650162223,-0.313024674190749,-1.65255665811478,-0.0497139752515356,2.19900475866912,0.895093656551519,0.814874535902613,-3.20003713624579,1.74814197118107,2.04138833055117,-0.414204362063344,1.74176339836874,0.527203668352849,-1.14251017814639,-0.629438345459006,0.78197959336925,-0.698037337961172,1.20479731473991,-3.06888794071926,2.27144258109096
0,12,-0.111075117231066,0.136957804499975,0.176874553621877,0.0128653541833378,-0.184297149218197,2.2369779495111,-3.53469075433754,-0.764306934500659,0.0067389491150134,2.55007045663406,-3.86785570177398,-0.0735825380791506,-0.198157638235367,1.4344883440024,1.35973371854901,1.73257829868198,-0.18549148609915,2.07623056825785,-0.712888691396855,1.73975628967432,-0.539447252719916,2.83649633850997,-2.31496477011986,-1.01855618423809,-1.49204790734219,-0.538348550946511,0.227454944510889,-3.47806430559757,0.747741369743459,-1.93842037091468,1.35682006512131,1.35647700659386,1.62713333080613,1.69558663190679,-1.43145381100209,2.06462223104541,-1.82735926468824,1.60071797216373,0.870534021271943,-0.313024674190749,-1.65255665811478,-0.306735704229061,2.05508264759729,0.327381051822542,0.814874535902613,-3.20003713624579,1.74814197118107,2.04138833055117,-0.574377758532505,1.61252142129704,0.151448054358145,-1.28184280545598,-0.183079205991864,0.652343872774449,-0.226889006857751,1.05557365712608,-2.77234208039358,1.93325183151216
