"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Matrix"
30.7171135691564,29.8050702380242,30.5646888593301,29.5404661740894,30.7674929335234,11.0250291875119,11.5153698018248,"Matrix1"
7.12610687221883,6.23384956894448,6.37640078522871,6.31443456788099,6.47501935813723,-12.6870279929216,-13.2286683665828,"Matrix1"
19.7022819813567,19.4339753413106,20.947788926405,21.085029048129,20.4312957659271,-1.06542658968585,1.19453674096592,"Matrix1"
36.8375069172543,39.6330435689248,40.3908235622659,37.9272399464707,39.4375927256885,19.6215930145928,19.5613506416582,"Matrix1"
17.8792717845552,17.784743139711,16.0634955576088,16.571728683162,18.7446157478482,-1.39699461261193,-2.98024075798735,"Matrix1"
5.02591384631164,3.66594668687446,3.04079252946375,5.60878491609083,4.77478556477142,-14.6527865450577,-14.2726386828418,"Matrix1"
24.4735803135731,26.8899723075434,25.6477180863792,26.7825691498955,26.4806776233653,5.74596454360649,8.03327240347679,"Matrix1"
10.8707676531303,9.89734801958306,11.1948923656921,11.0063224415222,12.482934697134,-9.00665601751438,-7.98122342066895,"Matrix1"
36.3074487286695,38.3356555094155,37.3503845141511,36.6745797913791,37.3755086022939,17.1057513229468,17.1324869231825,"Matrix1"
27.6468427735662,29.7992768977877,28.070978312477,28.1091440585067,28.8139593505101,7.82325923496696,11.0244767781865,"Matrix1"
37.4937279641749,37.5008887017829,37.0709780970868,35.6259746249804,36.1672500981716,15.4395120812672,17.4479543023914,"Matrix1"
29.3660162317256,28.6000831956962,30.8969700199564,29.3313160149285,29.4921425666091,10.3910525753077,10.9390259112656,"Matrix1"
29.2849345373443,29.6775387270863,29.4291020544523,31.416193349762,30.6913505233298,12.2547904003659,8.11373604986604,"Matrix1"
12.5122852102522,12.7011582861173,13.0868901909828,10.5284272638738,10.7012006387911,-8.11584688016725,-7.18445083566733,"Matrix1"
-32.2887971324416,-34.0377215995021,-33.466244665311,-34.5317932035304,-33.1184524951403,-15.4856079185682,-16.3715273847178,"Matrix1"
-17.693830333476,-14.5676593243105,-14.5954390301389,-16.5543239005966,-15.07646314851,1.27847024263244,3.14543256772088,"Matrix1"
-8.15597758289393,-9.10279717574033,-8.50533026981996,-8.08087529419052,-7.00847509813917,7.7301811744662,8.55892035205698,"Matrix1"
-20.3969565573526,-21.6306475258501,-21.4408713891788,-19.666166052755,-22.5596848684957,-3.09343680295217,-3.89677647901383,"Matrix1"
-29.7709113201743,-28.7787840543466,-30.4680071430239,-30.6025952980075,-28.7615989423924,-12.2464624511287,-12.0063830633688,"Matrix1"
-18.8572667416292,-19.0543676797833,-17.8877497125219,-18.5000531817455,-17.7808687823033,-2.68442566504322,-2.90202503045036,"Matrix1"
-5.56979699136406,-6.56275745727899,-5.9431684589323,-4.91245051481484,-3.59098132723915,11.7889475043808,12.7396876893666,"Matrix1"
-10.2792390865064,-8.2722700060971,-10.2157865056452,-9.25844330449852,-7.42940573243152,8.31107849718866,8.72401198108683,"Matrix1"
-9.11449954270046,-10.0975127057965,-7.60753579621663,-11.9085903269698,-8.42171273400957,10.2437720916986,9.21501653940997,"Matrix1"
-7.96820045285085,-7.28091635223359,-7.02887940363318,-6.8593039842919,-6.25047140194092,9.48880692746272,10.2619545962784,"Matrix1"
-26.6377914118949,-26.8580886355734,-25.5196161770931,-26.6880020451552,-27.219325172139,-7.57537939876929,-10.9906941933232,"Matrix1"
-33.2302079156838,-32.7616198830728,-33.6700957917289,-32.7450824773949,-32.6040400500116,-16.8396286224859,-15.2070131403166,"Matrix1"
-19.4337528188374,-19.8483986223399,-17.7177267333329,-17.966874552281,-17.6125952514003,-1.12450871844841,-2.50819076954823,"Matrix1"
-20.4503680951771,-20.4898890377016,-19.6312711033239,-20.8304749368494,-16.9608505468989,-3.92405809441557,-4.64748005654339,"Matrix1"
-11.8815191110312,-12.7115127288519,-11.0449164447027,-11.4914965233039,-10.8290306410924,4.74276397519284,3.09710253753708,"Matrix1"
-25.4483421325705,-25.6177557958984,-25.3617411316099,-24.3116110881773,-26.5623922187695,-9.2582579657558,-7.29109957003733,"Matrix1"
29.3887469692308,28.500664265804,29.1871238944462,28.18920785648,29.4799945971024,10.978847116028,11.5175929150487,"Matrix2"
5.71477514386055,4.90110200980019,5.00624332716203,4.98625119638918,5.16549195474317,-12.7191754637093,-13.2810448857098,"Matrix2"
18.3165754268184,18.1302367890512,19.6541315351857,19.751821535215,19.0649208422136,-1.08544754256992,1.26945052910516,"Matrix2"
35.5100062095896,38.2170326319767,39.0653010229143,36.5234022213527,38.0689397952042,19.6239508548624,19.5764572752907,"Matrix2"
16.4961528465107,16.4743784546652,14.6931498729947,15.2791003603017,17.43107715999,-1.45916797407064,-2.9606976076867,"Matrix2"
3.74680426600544,2.39712045221309,1.72038298701447,4.31440662133921,3.45043577773533,-14.7079120718637,-14.2627371680284,"Matrix2"
23.1151626546054,25.5480080285853,24.3074438498808,25.4417333738762,25.1613701444175,5.81226143414486,8.07474841414469,"Matrix2"
9.51357500572934,8.46502111124582,9.82871313650358,9.72902960186069,11.0981245694461,-9.00365501048765,-7.93453917091227,"Matrix2"
34.9366753281883,36.9970470155244,35.992351543822,35.2937878657524,36.0426271743165,17.1321142527745,17.1554811476212,"Matrix2"
26.3068838718044,28.4587251762603,26.7481447231844,26.7734378131161,27.5022052679282,7.84286681661409,11.0226680340585,"Matrix2"
36.1463894979533,36.2221178192903,35.7257835020868,34.2645751476776,34.8488204712894,15.4336489533756,17.4971894154545,"Matrix2"
27.9813987288884,27.2274999210039,29.4744132246297,28.0010841470822,28.1174579634759,10.3560706997325,10.9454545333728,"Matrix2"
27.9282749466496,28.3282661563546,28.0596786366958,30.0240638321884,29.3258649336322,12.2806622819825,8.1632292463741,"Matrix2"
11.1463962951827,11.3806713833346,11.7175184750933,9.22237144120319,9.31224121334324,-8.13774657869393,-7.14500845811725,"Matrix2"
-30.9922071320382,-32.6696841315491,-32.1301649672451,-33.1130059131336,-31.8080060077295,-15.4873322980815,-16.3057030328662,"Matrix2"
-16.3868683891006,-13.217483407596,-13.274800941375,-15.2008868842532,-13.67202608785,1.29649412709662,3.13827671206315,"Matrix2"
-6.83062649883351,-7.78439653879531,-7.17773974531709,-6.74622087384437,-5.73865870330674,7.73619983280358,8.58215352708312,"Matrix2"
-19.0712526122938,-20.2935982404505,-20.1040161979327,-18.3236866739236,-21.202792169553,-3.13909066342189,-3.84628560299452,"Matrix2"
-28.4536584333257,-27.4298264937578,-29.1432189187512,-29.2628024150983,-27.3779083536839,-12.2060578634822,-11.9700701511787,"Matrix2"
-17.4623948906283,-17.7436420010597,-16.4729821089882,-17.1498005168638,-16.4697005550553,-2.7087735712934,-2.93944332103962,"Matrix2"
-4.12908642679928,-5.20176889868619,-4.6650307986563,-3.53119242490411,-2.28793919625906,11.7427036778332,12.7863668410653,"Matrix2"
-8.86930245054917,-6.95133699256431,-8.93753142596879,-7.87321183197295,-6.12727566870981,8.28466547862079,8.61306857266612,"Matrix2"
-7.72967875972379,-8.72501001503836,-6.29378763225678,-10.5708716542964,-7.06614113123314,10.2345836926219,9.23495921640863,"Matrix2"
-6.65749500167613,-5.91430646403507,-5.72332614932124,-5.49483468926437,-4.8882093822078,9.46220108886937,10.3473651531589,"Matrix2"
-25.2930335896705,-25.5474694215493,-24.2599777207542,-25.3419349074621,-25.8448534944573,-7.61208240590047,-10.9313209147419,"Matrix2"
-31.8709665705918,-31.396762583581,-32.3053805185718,-31.3276135136978,-31.2634859438267,-16.8274309604006,-15.2392191490424,"Matrix2"
-18.0680940369162,-18.5288153274217,-16.3942471182312,-16.673330364934,-16.3102429086425,-1.15377350204827,-2.47097573707102,"Matrix2"
-19.1227499868554,-19.1840880070497,-18.3819577432311,-19.4760905231764,-15.7331757529166,-3.88149601002438,-4.62716379302475,"Matrix2"
-10.5785093722764,-11.3572827518569,-9.6845737226274,-10.195615385538,-9.49796883161006,4.71820911336203,3.13534389687912,"Matrix2"
-24.149786104669,-24.2898571843646,-24.0140134964524,-22.9875366706699,-25.2602385035577,-9.19862964503856,-7.29953004271876,"Matrix2"
28.0826000914612,27.2201258610506,27.8324354061638,26.8611105830843,28.2132343126406,10.9323335838459,11.5182519406652,"Matrix3"
4.32593832813109,3.59237106331757,3.66201325554664,3.68152765025838,3.87900127190575,-12.7513581495045,-13.3309819487983,"Matrix3"
16.9546857466212,16.8516667762599,18.3827846427529,18.4417834480846,17.722862956985,-1.10465964258462,1.34521912602397,"Matrix3"
34.2070918702974,36.8232750924431,37.7621250322309,35.1435057844263,36.7231245276989,19.627212226306,19.5923140474703,"Matrix3"
15.1339890465293,15.1892235552475,13.347226921853,14.0091983518454,16.1372849924887,-1.52015927839972,-2.94183270664012,"Matrix3"
2.48804453410863,1.15064873973437,0.423232865698178,3.04237059424714,2.14896030140268,-14.7621376135455,-14.2517191077113,"Matrix3"
21.7797861445479,24.2283274167536,22.9895816494417,24.125330494113,23.8651721202161,5.880890609695,8.11684663638933,"Matrix3"
8.17817622998498,7.05662626722131,8.48743468108933,8.47350503328408,9.73640824514935,-8.99943587442191,-7.8885943582625,"Matrix3"
33.5909397782412,35.6806326732372,34.6547396010023,33.9367548051273,34.7328421580869,17.157530056353,17.1776748784997,"Matrix3"
24.9918289437324,27.1410186035468,25.4476790140447,25.4613311373524,26.2149867661199,7.86502951509242,11.0174494368679,"Matrix3"
34.8225839434791,34.9660611255691,34.4033593101727,32.9261714172993,33.5526155372785,15.4286082975449,17.547220390331,"Matrix3"
26.6208760260253,25.8786732727555,28.0744924708848,26.6940512918985,26.7656718582089,10.3226985672075,10.9515774085529,"Matrix3"
26.595083707976,27.0018283025451,26.7133634357068,28.6536307997882,27.9825352201417,12.3030867264348,8.21275879907007,"Matrix3"
9.80329887534672,10.0819066387012,10.371693505109,7.94179903831035,7.94749485284509,-8.16093435212095,-7.10635392306943,"Matrix3"
-29.7204798264025,-31.3234789190882,-30.8169007696423,-31.7190355390541,-30.5223832318572,-15.4898706433655,-16.2412560086824,"Matrix3"
-15.1012204096896,-11.8928606789323,-11.9788091051873,-13.8704298866132,-12.2911636190738,1.31323833674484,3.13004343559794,"Matrix3"
-5.52742442194191,-6.48625242652712,-5.87378345411878,-5.43468075617888,-4.49143927035035,7.7433510579894,8.60616915501294,"Matrix3"
-17.7685882588017,-18.9791708555277,-18.790862077476,-17.0039658595766,-19.8665537321088,-3.18640326382932,-3.79611529530974,"Matrix3"
-27.1598748287623,-26.1029118535895,-27.841198188772,-27.9433764001332,-26.017770669866,-12.1653195494361,-11.9344528879013,"Matrix3"
-16.0912103637581,-16.455221855094,-15.0835765009579,-15.8242953801075,-15.1791509233104,-2.73213352565847,-2.97590663996751,"Matrix3"
-2.71236281561941,-3.86166099473103,-3.40960935186545,-2.17161234844154,-1.0094130206453,11.6961545681522,12.8326797774788,"Matrix3"
-7.48313094395746,-5.65485920389639,-7.68167716254756,-6.51033159603494,-4.85005367006195,8.25569106479516,8.50272551661469,"Matrix3"
-6.36812736025964,-7.37531959980735,-5.00372269146886,-9.25469574323165,-5.73253928336739,10.2245121396297,9.25500429052114,"Matrix3"
-5.36902862665474,-4.57109953157979,-4.44166845285141,-4.15331893712459,-3.54917919384569,9.43529627170537,10.4329571081162,"Matrix3"
-23.9705354013973,-24.2612168260004,-23.0241792125725,-24.0178430142733,-24.4938184851396,-7.6504404675612,-10.8709812964173,"Matrix3"
