"Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Carcinoid","Colon","Colon","Colon","Colon","Colon","Colon","Colon","Colon","Colon","Colon","Colon","Colon","Colon","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","SmallCell","SmallCell","SmallCell","SmallCell","SmallCell","SmallCell"
3.94549913149909,3.79884016449732,4.6410622214764,4.86651301046024,4.34580552736541,5.58354182112112,2.51788409367934,5.26011780688911,2.54393890825392,3.77871460503139,5.50183989230245,2.560528113387,3.25853907596312,3.78299968433269,2.38990033036836,4.75999287673818,3.73872407098714,2.81321521402913,2.53505554910849,3.55868166408589,-2.48234925637846,-2.25306955072084,-1.65329450027326,-2.1602657976471,-2.34044117192967,-2.00610993494524,-2.43569722594377,-2.44933294092306,-2.27340028430327,-2.39945225184897,-2.16322931833719,-2.10830261845875,-2.13387963272814,-2.30456843223667,-2.39711391952119,-2.65364475137636,-2.37940496751167,-2.50680795058675,-2.53546115047571,-2.56086028656962,-2.74776622690998,-2.53802498628832,-2.67901279282241,-2.41276771606551,-2.39828672995266,-2.63547669084821,-2.80950537682088,-2.42772942885417,-2.44176287091505,-2.34883636341082,-2.21839441557515,-2.25482723080118,0.454467653324466,0.65542602698976,-1.28973415632855,0.107523486418568
4.45326036437269,4.28710381397449,4.20310689887658,4.764685430889,4.15189982257967,3.78019285183916,3.39659245166605,2.6650349544721,5.17746991569711,3.87032971369735,1.76647761781881,3.92143623866339,3.5404569073649,3.30040074185932,3.98424727679591,4.80912613364057,4.21954506925588,-0.224848289830309,3.72030172171445,3.50976592300291,-2.56818901112086,-2.24202216433234,-2.16286428210028,-2.72188410770969,-2.65786060625303,-2.40578620693456,-2.66848219072525,-2.63550291512198,-2.413559374603,-2.50026789547578,-2.34274042111166,-2.58003367157603,-2.58384805770208,-2.66572751325142,-2.40638146062116,-2.43018102392334,-2.290136122336,-2.50678763377286,-2.65589710752617,-2.27658727267153,-2.58621922324158,-2.35640798029724,-2.49429089772702,-2.71331213410811,-2.33818139222743,-2.30271659153134,-2.13237088058931,-2.4243026148431,-2.32101269318689,-2.47218592309089,-2.31911581670221,1.19858190958467,1.44417739791317,1.1443294260091,-0.429678418458324,-0.479140686984513
1.08186028500727,5.73195913004141,5.75019596879368,5.79765997523669,-0.0556561476750757,6.29840270342289,-0.878283272815908,6.62860174208443,5.612887833794,-1.61393443655374,5.09678350801023,-1.28519997277154,-1.39476226152625,6.09201039620348,5.17463100572709,6.47219950645214,4.69644541969132,-0.639360418596737,-1.236938631398,-1.27215562934356,-1.68570926454561,-1.56961105651902,-1.35565681283523,-1.52131149324471,-1.75531812273029,-1.56352208458871,-1.55169408372446,-1.73534211187693,-1.24818326187329,-1.55462551002815,-1.68462160306425,-1.01752987436382,-1.60735003171413,-1.22571530893256,-1.63568551281648,-1.70131279090542,-1.88452330588813,-1.46552554928072,-1.71740226660743,-1.70948339353195,-1.62257038697757,-1.54636509344098,-1.54344106033749,-1.68261167983614,-1.57637092034218,-1.37198046114609,-1.706582335876,-1.47537027583606,-1.36635136954546,-1.62909210122788,-1.55174470107751,-1.51419523064054,-1.60695077707589,-1.96158399539362,-1.37513666353244,-1.33687621242671
-4.96362276575498,-4.73037710000421,-0.669239807558725,-2.77542893272461,-3.01534194758312,-5.09090105492232,-4.48881144257384,-4.61218636780502,-4.24481588635162,1.85202050820691,-0.866086849783414,-4.48271319778542,-4.71199626535481,-3.36092328334104,0.255902239140095,-1.82110282699854,-4.65801023607217,0.935544824799681,-4.51639784971465,-4.28184894177137,0.101665195512631,-0.800133359559782,1.86087556724444,2.9334442537788,3.66630584595825,1.80570764439019,1.75074964816585,2.09843296957033,3.06274994606045,2.50951120226707,2.3107384784769,0.795074919358486,-0.723230539805096,0.749162402579547,0.608932872250127,1.08310800263168,2.399479959001,0.951935845975205,1.82532782420927,3.152951972451,1.76773030729754,0.888274483453257,2.44484365468643,0.204637049382024,0.865593018426557,-0.539365688821308,1.74884309479962,1.50302288862999,0.518256061407977,1.51870708804051,3.3327076594208,2.95021335761171,3.43821994804992,3.56267256801628,3.56278579813279,0.336405244902691
-2.74514924447578,-3.11846447856615,-3.22926984937315,-2.87535162785572,-2.81904102998742,-2.80917325522086,-2.93781923250942,-3.23616136758773,-2.67378126875755,1.30691019660907,-2.5689989053139,-2.45653624759778,-2.41263983284044,-2.37626913892059,-3.05676042019461,-3.15527187921676,-2.8150519167462,0.98884752997492,-2.87187562804849,-2.69163232482405,2.19650684706997,-2.8462247087334,1.68540875116554,-1.25467450922727,-2.81670201014546,1.93590623295863,1.62543362263619,1.81937448904122,0.970478977640495,-2.63225849800277,1.59041366484738,0.642428632131793,-2.02261028255192,2.99785683726397,3.03362315149859,3.35924788803898,3.58078334601171,3.65482781338358,3.47053259603982,3.13827594011175,3.55253615844542,3.36513668257402,3.27994244665157,3.48165094748387,1.95473951413887,2.95241883100405,3.31059612882786,3.757332334507,3.65382355438838,3.24581083412205,2.38285490263848,-2.63879023246714,-2.39133191065292,-3.08720989929128,-0.125544262301464,-2.26910488979497
-0.762167012235233,6.20883592698366,5.78649801700004,5.8249468094773,-1.19261920336933,0.868291973928666,0.786229378589236,0.0126548710242931,5.88349602449657,-1.5875045294154,-1.46236403815504,1.12732362132633,2.47182735301152,5.46778081585947,5.48472079620841,5.49622595860977,5.8778659125526,-1.03778835061672,0.666896654500598,2.39992895217112,-0.900347125267785,-1.57353204984883,-0.965866233559872,-0.378482345051865,1.31378711374494,-1.44357282663045,-1.65676165723474,-1.8915836947278,2.08193982443667,1.05237519853616,-1.25541552434931,-1.32287193717654,2.20760749340833,-2.19714694996661,-1.89046091572205,-2.01012328084824,-1.66137449437117,-2.04746275359024,-1.90188375521851,-1.94923141662589,-2.16061559495359,-2.38599566903598,-1.91467476527592,-1.83327704517622,-2.05521509785273,-1.95085500799957,-2.18939569543711,-1.92198661085991,-1.83677281827875,-2.03929686861268,-1.8360171182628,-1.87677704481284,-1.21881359421135,-1.83245294153763,-1.62034970026562,-1.25817702931136
2.70404839037717,3.09491453119045,2.99445827007551,3.19931766662301,4.17044776527297,4.87302964767398,3.87287880691447,6.22446551330518,5.14864453908832,4.42144010640129,5.99058525343958,2.92416234163813,1.175167275171,2.43351627980024,2.21906969001112,4.22727185966465,1.33147846124258,1.50872753666119,0.885951727238849,1.79552601498364,-2.3522882491362,-2.11084310819778,-1.84594297919173,-2.2041091516678,-1.63625667752155,-1.95293388361799,-1.61208507853914,-2.39594593767613,-1.78777177533585,-2.13454603516275,-1.46804886056865,-1.69113553781769,-2.19498776284676,-1.85784977249333,-2.24945089291062,-2.11980148500088,-1.92181394506928,-2.05534974148295,-2.03367185613446,-2.19838954391939,-2.25777017958163,-2.21490339563913,-2.32969734148311,-1.97730125650128,-2.37558640158667,-2.13835152778637,-1.46241995233042,-2.10014419406073,-1.95585630691137,-1.83782105139927,-2.15044942757084,0.86272032316905,-0.618712643798337,-0.305495804422322,-1.40066491435317,-1.10942532822677
-1.21155018293517,5.07699520179401,5.24009339062838,5.37939056034677,0.91125875736994,-1.29642352224902,2.802836075278,2.80756527700094,4.23101890550734,2.46503213828088,2.04960015018019,2.35941407777645,2.02091783451178,5.17259360979388,5.03549914223096,4.62864288704951,5.33875567458329,-1.45062728952905,4.11940688778612,4.7599956782116,-1.82495473744251,-1.59832896722749,-1.92937370846691,-1.67093501909275,-2.1820799552673,-1.34523896493746,-1.8987331656247,-1.54995732199288,-1.66496568833055,-1.69549515947991,-1.62429221903667,-1.93292928241943,-1.87250488009225,-1.43481772802112,-1.38640285118441,-1.71213796856909,-1.59044657802427,-1.6150142674183,-1.83526864031792,-1.47939420560872,-1.84347171090092,-1.77323036616386,-1.28472760952267,-1.68186404561021,-1.58177552688301,-1.55860428104129,-1.59948973875554,-1.65141409989879,-1.62662280293319,-1.68094882681695,-1.92136864988283,-1.79643512967948,-1.78149265599606,-1.80432997622865,-1.5285022121592,-1.48286631258948
-0.993316929428013,6.09419855361824,5.4967358751232,5.61221535368016,-0.700822055002104,0.964564456546621,0.802510435602692,-0.422746032940975,6.05736265811257,-1.49404365437067,-1.72716124552457,1.6265158823231,2.65209672530281,5.078193266851,5.64213789004939,5.26096343423749,5.49063571193146,-0.861694165847905,0.748375408896597,2.24289183525914,-1.0884360829219,-1.35496393013227,-1.14171944332467,-0.767598673292495,0.433308553382393,-1.59838657463732,-1.30841577370288,-1.90796571010209,2.06947024051416,1.44070317436581,-1.21703619717225,-1.48695786771004,1.3487969433336,-2.09461607549415,-1.68024932656742,-1.84603833952178,-1.75759106822859,-1.89366584149413,-1.98158134097405,-1.79835854262684,-1.93038716651981,-2.1048457537797,-1.80888322771187,-1.59884880935169,-1.8825191602946,-1.76935550737023,-1.42570776741736,-1.76357744975975,-1.85720091776232,-1.79226049897745,-2.00333033574427,-1.83688474502614,-1.23097090061292,-2.01301614280866,-1.50464918977766,-1.41587395519888
5.21841327133915,4.5548440247918,-0.725753104406336,4.15622594367291,4.56987821699176,-0.829697025250949,5.70127373338257,1.32597806187711,5.35634550879343,5.40732426997506,-1.05686153005452,-1.679328685344,3.82586722167011,4.1878159125285,3.26418013314842,3.49138630909,3.10297919635027,-1.17615625827014,-0.512029310100921,-1.66118460279519,-1.86486237689112,-1.52133572116402,-1.2298455237012,-1.50980274121156,-1.89419813989628,-1.55151494800083,-1.65967889891382,-1.70550434664051,-1.58916796264082,-1.86604187871209,-1.5571014137758,-1.68684045142002,-1.77863609797972,-2.02269719332477,-1.53454263378115,-1.7728563903519,-1.7361683347382,-1.58804078432527,-1.75599171399125,-1.56858644788587,-1.72745043778561,-1.80713044835273,-1.81402171181706,-1.64999528497271,-1.84694281680573,-1.82107994340117,-1.95909628508919,-1.71900488600803,-1.76224966699383,-1.60798337815829,-1.67823916871096,0.533780822376793,-0.542649762232508,-0.993876832443612,2.59662940858044,4.67122310377136
